,chart_week,current_week,title,performers,last_week,peak_pos,wks_on_chart,song_id,main_artist
71,2024-06-22,72,Who's Afraid Of Little Old Me?,Taylor Swift,58,9,8,Who's Afraid Of Little Old Me? — Taylor Swift,Taylor Swift
72,2024-06-22,73,360,Charli xcx,-,73,1,360 — Charli XCX,Charli xcx
73,2024-06-22,74,Texas Hold 'Em,Beyonce,65,1,18,Texas Hold 'Em — Beyonce,Beyonce
74,2024-06-22,75,Enough (Miami),Cardi B,64,9,13,Enough (Miami) — Cardi B,Cardi B
75,2024-06-22,76,Belong Together,Mark Ambor,74,74,7,Belong Together — Mark Ambor,Mark Ambor
76,2024-06-22,77,All My Life,Falling In Reverse & Jelly Roll,-,77,1,All My Life — Falling In Reverse & Jelly Roll,Falling In Reverse
77,2024-06-22,78,Wine Into Whiskey,Tucker Wetmore,96,77,12,Wine Into Whiskey — Tucker Wetmore,Tucker Wetmore
78,2024-06-22,79,Wondering Why,The Red Clay Strays,76,71,13,Wondering Why — The Red Clay Strays,The Red Clay Strays
79,2024-06-22,80,Guilty As Sin?,Taylor Swift,63,10,8,Guilty As Sin? — Taylor Swift,Taylor Swift
80,2024-06-22,81,The Greatest,Billie Eilish,62,24,4,The Greatest — Billie Eilish,Billie Eilish
82,2024-06-22,83,Hell N Back,Bakar Featuring Summer Walker,77,53,10,Hell N Back — Bakar Featuring Summer Walker,Bakar
83,2024-06-22,84,After Hours,Kehlani,85,84,3,After Hours — Kehlani,Kehlani
84,2024-06-22,85,But Daddy I Love Him,Taylor Swift,66,7,8,But Daddy I Love Him — Taylor Swift,Taylor Swift
85,2024-06-22,86,My Boy Only Breaks His Favorite Toys,Taylor Swift,71,6,8,My Boy Only Breaks His Favorite Toys — Taylor Swift,Taylor Swift
86,2024-06-22,87,Your Place,Ashley Cooke,87,87,3,Your Place — Ashley Cooke,Ashley Cooke
88,2024-06-22,89,"So Long, London",Taylor Swift,70,5,8,"So Long, London — Taylor Swift",Taylor Swift
89,2024-06-22,90,Skinny,Billie Eilish,68,18,4,Skinny — Billie Eilish,Billie Eilish
90,2024-06-22,91,The Diner,Billie Eilish,73,31,4,The Diner — Billie Eilish,Billie Eilish
91,2024-06-22,92,Obsessed,Olivia Rodrigo,67,14,12,Obsessed — Olivia Rodrigo,Olivia Rodrigo
92,2024-06-22,93,Si No Es Contigo,Cris Mj,82,72,3,Si No Es Contigo — Cris Mj,Cris Mj
93,2024-06-22,94,The Door,Teddy Swims,94,94,2,The Door — Teddy Swims,Teddy Swims
94,2024-06-22,95,Spin You Around (1/24),Morgan Wallen,95,24,19,Spin You Around (1/24) — Morgan Wallen,Morgan Wallen
95,2024-06-22,96,Beautiful As You,Thomas Rhett,-,96,1,Beautiful As You — Thomas Rhett,Thomas Rhett
96,2024-06-22,97,Never Let Go,Jung Kook,-,97,1,Never Let Go — Jung Kook,Jung Kook
97,2024-06-22,98,Family Matters,Drake,69,7,6,Family Matters — Drake,Drake
98,2024-06-22,99,Back Then Right Now,Tyler Hubbard,92,62,13,Back Then Right Now — Tyler Hubbard,Tyler Hubbard
99,2024-06-22,100,Hang Tight Honey,Lainey Wilson,-,100,1,Hang Tight Honey — Lainey Wilson,Lainey Wilson
0,2024-06-29,1,Please Please Please,Sabrina Carpenter,2,1,2,Please Please Please — Sabrina Carpenter,Sabrina Carpenter
1,2024-06-29,2,I Had Some Help,Post Malone Featuring Morgan Wallen,1,1,6,I Had Some Help — Post Malone Featuring Morgan Wallen,Post Malone
2,2024-06-29,3,A Bar Song (Tipsy),Shaboozey,4,3,10,A Bar Song (Tipsy) — Shaboozey,Shaboozey
3,2024-06-29,4,Espresso,Sabrina Carpenter,3,3,10,Espresso — Sabrina Carpenter,Sabrina Carpenter
4,2024-06-29,5,Million Dollar Baby,Tommy Richman,5,2,8,Million Dollar Baby — Tommy Richman,Tommy Richman
5,2024-06-29,6,Not Like Us,Kendrick Lamar,6,1,7,Not Like Us — Kendrick Lamar,Kendrick Lamar
6,2024-06-29,7,Too Sweet,Hozier,7,1,13,Too Sweet — Hozier,Hozier
7,2024-06-29,8,Beautiful Things,Benson Boone,11,2,22,Beautiful Things — Benson Boone,Benson Boone
8,2024-06-29,9,Lose Control,Teddy Swims,10,1,45,Lose Control — Teddy Swims,Teddy Swims
9,2024-06-29,10,Birds Of A Feather,Billie Eilish,9,9,5,Birds Of A Feather — Billie Eilish,Billie Eilish
10,2024-06-29,11,Pink Skies,Zach Bryan,12,6,4,Pink Skies — Zach Bryan,Zach Bryan
11,2024-06-29,12,Houdini,Eminem,8,2,3,Houdini — Eminem,Eminem
12,2024-06-29,13,Fortnight,Taylor Swift Featuring Post Malone,13,1,9,Fortnight — Taylor Swift Featuring Post Malone,Taylor Swift
13,2024-06-29,14,Like That,"Future, Metro Boomin & Kendrick Lamar",15,1,13,"Like That — Future, Metro Boomin & Kendrick Lamar",Future
14,2024-06-29,15,Cowgirls,Morgan Wallen Featuring ERNEST,17,15,27,Cowgirls — Morgan Wallen Featuring ERNEST,Morgan Wallen
15,2024-06-29,16,"Good Luck, Babe!",Chappell Roan,21,16,11,"Good Luck, Babe! — Chappell Roan",Chappell Roan
16,2024-06-29,17,Saturn,SZA,16,6,17,Saturn — SZA,SZA
17,2024-06-29,18,Lunch,Billie Eilish,14,5,5,Lunch — Billie Eilish,Billie Eilish
18,2024-06-29,19,We Can't Be Friends (Wait For Your Love),Ariana Grande,18,1,15,We Can't Be Friends (Wait For Your Love) — Ariana Grande,Ariana Grande
19,2024-06-29,20,Austin,Dasha,19,19,15,Austin — Dasha,Dasha
20,2024-06-29,21,Whiskey Whiskey,Moneybagg Yo Featuring Morgan Wallen,-,21,1,Whiskey Whiskey — Moneybagg Yo Featuring Morgan Wallen,Moneybagg Yo
21,2024-06-29,22,I Remember Everything,Zach Bryan Featuring Kacey Musgraves,24,1,43,I Remember Everything — Zach Bryan Featuring Kacey Musgraves,Zach Bryan
22,2024-06-29,23,Feather,Sabrina Carpenter,22,21,29,Feather — Sabrina Carpenter,Sabrina Carpenter
23,2024-06-29,24,Miles On It,Marshmello & Kane Brown,28,21,7,Miles On It — Marshmello & Kane Brown,Marshmello
24,2024-06-29,25,Wanna Be,GloRilla & Megan Thee Stallion,20,11,11,Wanna Be — GloRilla & Megan Thee Stallion,GloRilla
25,2024-06-29,26,Lovin On Me,Jack Harlow,26,1,32,Lovin On Me — Jack Harlow,Jack Harlow
26,2024-06-29,27,High Road,Koe Wetzel & Jessie Murph,29,27,2,High Road — Koe Wetzel & Jessie Murph,Koe Wetzel
27,2024-06-29,28,Stick Season,Noah Kahan,27,9,38,Stick Season — Noah Kahan,Noah Kahan
28,2024-06-29,29,BAND4BAND,Central Cee & Lil Baby,23,18,4,BAND4BAND — Central Cee & Lil Baby,Central Cee
29,2024-06-29,30,I Am Not Okay,Jelly Roll,-,30,1,I Am Not Okay — Jelly Roll,Jelly Roll
30,2024-06-29,31,Gata Only,FloyyMenor X Cris Mj,31,27,14,Gata Only — FloyyMenor X Cris Mj,FloyyMenor
31,2024-06-29,32,Yeah Glo!,GloRilla,32,28,19,Yeah Glo! — GloRilla,GloRilla
32,2024-06-29,33,Ain't No Love In Oklahoma,Luke Combs,30,23,5,Ain't No Love In Oklahoma — Luke Combs,Luke Combs
33,2024-06-29,34,Slow It Down,Benson Boone,36,34,13,Slow It Down — Benson Boone,Benson Boone
34,2024-06-29,35,Remember Him That Way,Luke Combs,-,35,1,Remember Him That Way — Luke Combs,Luke Combs
35,2024-06-29,36,Chihiro,Billie Eilish,25,12,5,Chihiro — Billie Eilish,Billie Eilish
36,2024-06-29,37,End Of Beginning,Djo,34,11,18,End Of Beginning — Djo,Djo
37,2024-06-29,38,Get It Sexyy,Sexyy Red,33,20,14,Get It Sexyy — Sexyy Red,Sexyy Red
